city	state_id	lat	lng	density	timezone
East Bernstadt	KY	37.1923	-84.1209	156	America/New_York
East Stone Gap	VA	36.8657	-82.7435	616	America/New_York
Estelline	SD	44.5768	-96.9011	350	America/Chicago
Marblehead	OH	41.5236	-82.7285	104	America/New_York
Butler	OH	40.5896	-82.4211	305	America/New_York
Las Croabas	PR	18.3695	-65.6293	408	America/Puerto_Rico
Greers Ferry	AR	35.5674	-92.1688	45	America/Chicago
Lecompton	KS	39.0358	-95.3929	188	America/Chicago
St. Paul	VA	36.9068	-82.3163	239	America/New_York
Allenwood	NJ	40.1384	-74.1032	189	America/New_York
Quinhagak	AK	59.7511	-161.8992	80	America/Anchorage
Fort Braden	FL	30.4308	-84.5346	76	America/New_York
La France	SC	34.6115	-82.7667	254	America/New_York
Lake Park	GA	30.6851	-83.1873	234	America/New_York
Spring Valley	OH	39.6102	-84.007	567.5	America/New_York
Tohatchi	NM	35.8423	-108.7503	51	America/Denver
Klawock	AK	55.5556	-133.0868	484	America/Sitka
Accomac	VA	37.7196	-75.6673	808	America/New_York
Arendtsville	PA	39.9233	-77.2999	412	America/New_York
Piper City	IL	40.7562	-88.189	595	America/Chicago
Freeport	MN	45.6626	-94.6888	277	America/Chicago
Trego	MT	48.6558	-114.929	6	America/Denver
La Vernia	TX	29.3542	-98.1219	138	America/Chicago
Earlville	NY	42.7401	-75.5436	305	America/New_York
Keys	OK	35.8022	-94.9606	33	America/Chicago
Seabeck	WA	47.6436	-122.8222	99	America/Los_Angeles
Black Rock	AR	36.107	-91.1074	100	America/Chicago
Wedowee	AL	33.3078	-85.4864	94	America/Chicago
Robbinsville	NC	35.3217	-83.8094	496	America/New_York
Taconic Shores	NY	42.1193	-73.5531	396	America/New_York
Oakman	AL	33.7141	-87.389	106	America/Chicago
Quitman	AR	35.3817	-92.2147	173	America/Chicago
Matlacha	FL	26.6303	-82.0718	1745.5	America/New_York
Coalmont	TN	35.3458	-85.7113	54	America/Chicago
North Haven	NY	41.023	-72.314	121	America/New_York
Roseville	IL	40.7307	-90.6638	445	America/Chicago
Womens Bay	AK	57.696	-152.6276	7	America/Anchorage
Merrill	MI	43.4091	-84.3345	473	America/Detroit
Belleville	AR	35.0915	-93.4458	176	America/Chicago
Kiowa	KS	37.0174	-98.4848	296	America/Chicago
Benton	WI	42.57	-90.3835	390	America/Chicago
Tetherow	OR	44.0389	-121.3667	154	America/Los_Angeles
New Vernon	NJ	40.7343	-74.4877	92	America/New_York
Epps	LA	32.6038	-91.4814	340	America/Chicago
New Preston	CT	41.6813	-73.3523	44	America/New_York
Marion	MI	44.1006	-85.1438	255	America/Detroit
Reece City	AL	34.0772	-86.0345	92	America/Chicago
Deerfield	KS	37.9819	-101.1332	683	America/Chicago
St. Stephen	MN	45.701	-94.2742	88	America/Chicago
Hankinson	ND	46.0734	-96.8918	176	America/Chicago
Hoonah	AK	58.1118	-135.4248	55	America/Juneau
Lafitte	LA	29.6957	-90.0995	67	America/Chicago
Ridgeside	TN	35.0349	-85.247	1170.1	America/New_York
Laurel	NY	40.9728	-72.556	109	America/New_York
Ashland	MT	45.5977	-106.2975	15	America/Denver
Danville	OH	40.4473	-82.2612	555	America/New_York
Woodland	NC	36.3306	-77.2149	262	America/New_York
Moores Hill	IN	39.1129	-85.0892	763	America/New_York
Savoonga	AK	63.6797	-170.4831	55	America/Nome
North Topsail Beach	NC	34.4931	-77.434	52	America/New_York
Deer River	MN	47.3391	-93.7929	217	America/Chicago
Clark Fork	ID	48.1472	-116.1768	332	America/Los_Angeles
Corfu	NY	42.9611	-78.4028	329	America/New_York
East Tulare Villa	CA	36.2038	-119.2803	523.1	America/Los_Angeles
New Berlin	TX	29.4892	-98.1094	34	America/Chicago
Little Rock	SC	34.4691	-79.39	133	America/New_York
Grazierville	PA	40.6576	-78.2713	305	America/New_York
Welcome	MN	43.6662	-94.6073	224	America/Chicago
Exira	IA	41.5919	-94.8811	317	America/Chicago
Springport	MI	42.3783	-84.6965	259	America/Detroit
Detroit	TX	33.6601	-95.2665	206	America/Chicago
Fripp Island	SC	32.3231	-80.4789	100	America/New_York
Greendale	MO	38.6938	-90.3125	950.4	America/Chicago
Glenwood	GA	32.1805	-82.6709	175	America/New_York
Beatty	NV	36.9474	-116.7337	18	America/Los_Angeles
Mulberry Grove	IL	38.9245	-89.2662	325	America/Chicago
Cissna Park	IL	40.567	-87.8922	451	America/Chicago
McGill	NV	39.4019	-114.7775	270	America/Los_Angeles
Richardton	ND	46.8841	-102.3332	239	America/Denver
Rosedale	IN	39.6225	-87.2817	827	America/Indiana/Indianapolis
Courtland	MS	34.2411	-89.9433	296	America/Chicago
Baroda	MI	41.9541	-86.4879	455	America/Detroit
Eden	MD	38.2792	-75.6533	58	America/New_York
Armstrong	IA	43.3944	-94.4836	369	America/Chicago
Peru	NE	40.4786	-95.7313	620	America/Chicago
Newell	IA	42.6097	-95.004	258	America/Chicago
Buena	WA	46.4277	-120.3183	375	America/Los_Angeles
Zia Pueblo	NM	35.52	-106.7149	12	America/Denver
Battle Creek	IA	42.317	-95.6	569	America/Chicago
Danielsville	GA	34.1238	-83.2202	225	America/New_York
Tuntutuliak	AK	60.3843	-162.6838	2	America/Nome
Morgan	MN	44.4158	-94.9248	590	America/Chicago
Montrose	IA	40.5258	-91.416	269	America/Chicago
Henefer	UT	41.0137	-111.4931	131	America/Denver
Innsbrook	MO	38.7629	-91.0552	32	America/Chicago
Hydetown	PA	41.6516	-79.7241	145	America/New_York
Burnsville	MS	34.8348	-88.3177	68	America/Chicago
Wye	MT	46.9523	-114.1331	111	America/Denver
Curtis	NE	40.6336	-100.5112	271	America/Chicago
Mill Creek	WV	38.7319	-79.9725	712	America/New_York
McClellan Park	CA	38.6629	-121.4016	80	America/Los_Angeles
Hopkins	MI	42.6251	-85.7633	680	America/Detroit
Roland	AR	34.9005	-92.5186	40	America/Chicago
Woodlawn	NC	36.1158	-79.2898	98	America/New_York
Rosman	NC	35.1458	-82.82	595	America/New_York
Quinton	OK	35.1265	-95.3664	363	America/Chicago
Augusta	MI	42.3378	-85.3525	316	America/Detroit
Aurora	UT	38.9202	-111.9335	351	America/Denver
Pittsburg	IL	37.7771	-88.8499	157	America/Chicago
Pocono Mountain Lake Estates	PA	41.1567	-74.9646	152	America/New_York
Simonton	TX	29.6824	-95.991	138	America/Chicago
Le Grand	IA	42.0067	-92.775	313	America/Chicago
Atlas	PA	40.7974	-76.4284	841.7	America/New_York
Pine Hill	AL	31.9859	-87.5872	85	America/Chicago
Cleone	CA	39.4928	-123.7812	203	America/Los_Angeles
Folsom	LA	30.631	-90.1941	170	America/Chicago
Claysville	PA	40.1199	-80.4131	1078.4	America/New_York
Boys Town	NE	41.2558	-96.1292	358	America/Chicago
Morehouse	MO	36.8463	-89.6911	404	America/Chicago
High Shoals	NC	35.3957	-81.2048	124	America/New_York
Winton	NC	36.3899	-76.935	385	America/New_York
Shrewsbury	WV	38.2079	-81.4671	420.4	America/New_York
Cedar Key	FL	29.146	-83.0388	321	America/New_York
Frisco	PA	40.8511	-80.268	731	America/New_York
Pendergrass	GA	34.1646	-83.6827	106	America/New_York
Attica	OH	41.0634	-82.8873	486	America/New_York
Congerville	IL	40.6168	-89.2051	336	America/Chicago
Garrett Park	MD	39.036	-77.0934	1925.9	America/New_York
Prices Fork	VA	37.207	-80.4852	160	America/New_York
New Tripoli	PA	40.6773	-75.7498	353	America/New_York
Inverness	MS	33.3543	-90.5913	225	America/Chicago
Chauncey	OH	39.4007	-82.1271	589	America/New_York
North Irwin	PA	40.3389	-79.7114	1215.7	America/New_York
Stockton	MN	44.0271	-91.7697	190	America/Chicago
Middletown	MI	42.9869	-84.1445	690	America/Detroit
Highlandville	MO	36.9417	-93.2832	65	America/Chicago
Olde Stockdale	CA	35.3476	-119.0794	795	America/Los_Angeles
Trinidad	TX	32.1562	-96.1054	21	America/Chicago
Copperton	UT	40.5662	-112.0977	788.6	America/Denver
Tulelake	CA	41.9533	-121.4751	790	America/Los_Angeles
Horseshoe Bend	ID	43.9165	-116.1997	298	America/Boise
Brownstown	IL	38.9942	-88.9554	426	America/Chicago
Dayton	IA	42.2622	-94.0711	380	America/Chicago
Ventress	LA	30.6825	-91.4248	159	America/Chicago
Palestine	AR	34.9696	-90.9068	97	America/Chicago
Buckley	MI	44.5033	-85.672	177	America/Detroit
Los Olivos	CA	34.664	-120.117	123	America/Los_Angeles
San Antonito	NM	35.1574	-106.3475	132	America/Denver
McGregor	IA	43.0246	-91.1819	249	America/Chicago
Linnell Camp	CA	36.3089	-119.2225	892.2	America/Los_Angeles
Hubbell	MI	47.177	-88.436	173	America/Detroit
Burlingame	KS	38.7517	-95.8351	365	America/Chicago
Niota	TN	35.5171	-84.5499	140	America/New_York
Holly Pond	AL	34.1696	-86.6125	79	America/Chicago
Washingtonville	OH	40.8991	-80.7678	483	America/New_York
Sandia	TX	28.0198	-97.8704	334	America/Chicago
Dobbins Heights	NC	34.9068	-79.6933	365	America/New_York
Potlatch	ID	46.9235	-116.8976	762	America/Los_Angeles
Rocky Boy West	MT	48.2972	-109.9918	59	America/Denver
Black Eagle	MT	47.527	-111.267	209	America/Denver
Wanblee	SD	43.5705	-101.6614	160	America/Denver
Hennepin	IL	41.2589	-89.3216	60	America/Chicago
Lake Nebagamon	WI	46.512	-91.6995	25	America/Chicago
Lone Rock	WI	43.1857	-90.2012	324	America/Chicago
Mendon	MI	42.0089	-85.4544	329	America/Detroit
Sunol	CA	37.59	-121.8847	11	America/Los_Angeles
Ryan	OK	34.0213	-97.9541	341	America/Chicago
Wild Rose	WI	44.1788	-89.2442	221	America/Chicago
Pine Lake	GA	33.7906	-84.2061	1998.2	America/New_York
Modjeska	CA	33.7091	-117.6299	160	America/Los_Angeles
Keota	IA	41.3651	-91.9533	416	America/Chicago
Sand Rock	AL	34.2312	-85.7704	63	America/Chicago
Fordland	MO	37.1556	-92.9416	291	America/Chicago
Wayne Lakes	OH	40.0216	-84.6625	605	America/New_York
Diablo	CA	37.8408	-121.9565	236	America/Los_Angeles
Falcon Lake Estates	TX	26.8719	-99.2584	479	America/Chicago
Marcy	NY	43.1373	-75.268	187	America/New_York
Appling	GA	33.5588	-82.3183	36	America/New_York
Rivesville	WV	39.5319	-80.1205	613	America/New_York
Hide-A-Way Hills	OH	39.6551	-82.466	123	America/New_York
Highmore	SD	44.5214	-99.4394	170	America/Chicago
Lynn	AL	34.0548	-87.5555	30	America/Chicago
Fort Gaines	GA	31.6238	-85.0528	67	America/New_York
Bay View	OH	41.468	-82.825	873.4	America/New_York
Oppelo	AR	35.1003	-92.7733	132	America/Chicago
Woolrich	PA	41.1865	-77.3738	270	America/New_York
Minor	AL	33.539	-86.9401	483	America/Chicago
Columbia	AL	31.2968	-85.1103	81	America/New_York
Russellville	MO	38.5127	-92.4385	402	America/Chicago
Asherton	TX	28.4461	-99.7604	393	America/Chicago
Cassville	WI	42.715	-90.9891	309	America/Chicago
Indian Springs	NV	36.5719	-115.7204	17	America/Los_Angeles
Sierra Blanca	TX	31.1835	-105.3395	67	America/Denver
Gayle Mill	SC	34.7023	-81.2391	490	America/New_York
Edgewater	AL	33.5287	-86.9572	276	America/Chicago
Lamberton	MN	44.2306	-95.2676	419	America/Chicago
Shoreham	MI	42.0604	-86.5115	547	America/Detroit
Hardin	IL	39.1591	-90.6248	150	America/Chicago
Tilghman Island	MD	38.7008	-76.3353	133	America/New_York
Pearl City	IL	42.2668	-89.8271	500	America/Chicago
Libertytown	MD	39.4859	-77.2482	133	America/New_York
Ridgway	IL	37.7979	-88.2606	364	America/Chicago
Annville	KY	37.3254	-83.9621	40	America/New_York
Stafford	KS	37.9624	-98.5995	350	America/Chicago
Shalimar	FL	30.4435	-86.583	918	America/Chicago
Empire City	OK	34.4803	-98.0552	34	America/Chicago
Hanna	WY	41.8697	-106.5597	156	America/Denver
Lakeville	CT	41.9595	-73.4485	83	America/New_York
Rhine	GA	31.9891	-83.2	102	America/New_York
Cardwell	MO	36.0475	-90.2909	508	America/Chicago
Whiting	IA	42.1272	-96.1507	314	America/Chicago
Grand Junction	IA	42.033	-94.2369	330	America/Chicago
Elberfeld	IN	38.1617	-87.4482	588.6	America/Chicago
New Holland	OH	39.5544	-83.2595	163	America/New_York
Oil City	LA	32.7454	-93.9758	179	America/Chicago
Axtell	NE	40.4798	-99.1292	689	America/Chicago
Autaugaville	AL	32.432	-86.6578	40	America/Chicago
Lilly	PA	40.4244	-78.6202	613	America/New_York
Screven	GA	31.484	-82.0171	148	America/New_York
Sheffield	IL	41.358	-89.7391	273	America/Chicago
Eden	UT	41.3022	-111.8085	76	America/Denver
Tesuque	NM	35.7487	-105.9209	56	America/Denver
Seven Mile	OH	39.4858	-84.5523	442	America/New_York
Auburn	NJ	39.6969	-75.3561	75	America/New_York
Bloomsdale	MO	38.0146	-90.2213	196	America/Chicago
Whitecone	AZ	35.6037	-110.0791	7	America/Denver
Brecon	OH	39.2798	-84.3531	486	America/New_York
Blue Ridge	TX	33.2978	-96.3978	286	America/Chicago
Coldwater	KS	37.2582	-99.3378	124	America/Chicago
Osmond	WY	42.6777	-110.9408	100	America/Denver
South Coffeyville	OK	36.9921	-95.6219	433	America/Chicago
Ossineke	MI	44.9072	-83.4287	87	America/Detroit
Cloudcroft	NM	32.9532	-105.7326	195	America/Denver
Ashton	IL	41.8682	-89.2225	476	America/Chicago
Avery	TX	33.5521	-94.7803	336	America/Chicago
Rockford	IA	43.0524	-92.9477	512	America/Chicago
Mayville	MI	43.3363	-83.352	296	America/Detroit
Maricao	PR	18.1838	-66.981	191.8	America/Puerto_Rico
Oxford	MD	38.685	-76.1702	568	America/New_York
Rock Island	OK	35.1831	-94.4811	26	America/Chicago
Arlington Heights	OH	39.2154	-84.4556	1175.9	America/New_York
White Oak	MS	34.6438	-90.3495	691	America/Chicago
South Weldon	NC	36.4135	-77.6024	733	America/New_York
Sugar Grove	VA	36.7689	-81.4075	109	America/New_York
Riceboro	GA	31.7264	-81.4438	28	America/New_York
Pringle	PA	41.2774	-75.9012	693	America/New_York
Slaughter	LA	30.7219	-91.1393	58	America/Chicago
Nevada	OH	40.8188	-83.1312	310	America/New_York
Manilla	IA	41.8926	-95.2345	299	America/Chicago
Osceola	NE	41.1781	-97.5498	345	America/Chicago
Sheridan	MI	43.2086	-85.0739	289	America/Detroit
New Summerfield	TX	31.9807	-95.115	67	America/Chicago
Bradbury	CA	34.1536	-117.9684	162	America/Los_Angeles
Annawan	IL	41.3958	-89.8882	149	America/Chicago
Loma Linda	MO	36.9858	-94.5922	89	America/Chicago
Port Orford	OR	42.7497	-124.4973	204	America/Los_Angeles
Ronda	NC	36.2217	-80.9431	293	America/New_York
Swink	CO	38.0141	-103.6283	653.7	America/Denver
Orrick	MO	39.2133	-94.1254	238	America/Chicago
Timber Lakes	UT	40.4733	-111.2533	35	America/Denver
Wedderburn	OR	42.4328	-124.4232	301	America/Los_Angeles
Floyd Hill	CO	39.7217	-105.4313	50	America/Denver
Weiner	AR	35.6197	-90.9054	232	America/Chicago
Council	ID	44.7328	-116.4376	301	America/Boise
George	WA	47.0846	-119.86	230	America/Los_Angeles
Hollow Creek	KY	38.1526	-85.6244	802.9	America/New_York
Patagonia	AZ	31.5436	-110.7478	246	America/Phoenix
Brookport	IL	37.1261	-88.6276	486	America/Chicago
Hightsville	NC	34.2667	-77.9344	217	America/New_York
Pickett	OK	34.7795	-96.7755	98	America/Chicago
Los Indios	TX	26.0493	-97.7351	169	America/Chicago
Dufur	OR	45.4531	-121.1288	538	America/Los_Angeles
Buffalo City	WI	44.2203	-91.8579	193	America/Chicago
Arizona Village	AZ	34.8546	-114.5895	199	America/Phoenix
Melbourne Village	FL	28.088	-80.6652	545	America/New_York
Crowder	MS	34.1729	-90.1376	695	America/Chicago
Glenvar	VA	37.276	-80.1257	227	America/New_York
Glendale	OR	42.7381	-123.4294	808	America/Los_Angeles
Yates City	IL	40.7776	-90.0139	643	America/Chicago
Chester Hill	PA	40.8903	-78.2293	714	America/New_York
West Pittsburg	PA	40.931	-80.3591	462	America/New_York
Bradley	ME	44.9127	-68.6246	155	America/New_York
Winfall	NC	36.2105	-76.4548	137	America/New_York
Forestville	NY	42.4691	-79.1755	299	America/New_York
Quapaw	OK	36.9497	-94.7805	324	America/Chicago
Chappell	NE	41.0913	-102.47	450	America/Denver
Rutledge	PA	39.901	-75.3274	2681.8	America/New_York
Alapaha	GA	31.3832	-83.2237	308	America/New_York
Adams	MN	43.5654	-92.719	315	America/Chicago
Killdeer	ND	47.3689	-102.7472	171	America/Denver
Milltown	IN	38.3421	-86.2754	237	America/Kentucky/Louisville
Faulkton	SD	45.0342	-99.1266	312	America/Chicago
Green Harbor	MA	42.068	-70.6499	659.8	America/New_York
St. Mary of the Woods	IN	39.5123	-87.4631	255	America/Indiana/Indianapolis
Lime Lake	NY	42.4327	-78.4808	132	America/New_York
Blairs	VA	36.6958	-79.3774	91	America/New_York
New England	ND	46.5408	-102.8669	641	America/Denver
O'Donnell	TX	32.9652	-101.8309	367	America/Chicago
Rockport	AR	34.4069	-92.8077	100	America/Chicago
Aquasco	MD	38.5913	-76.7074	15	America/New_York
York Haven	PA	40.1106	-76.7149	1039.4	America/New_York
Hills	MN	43.5277	-96.3594	502	America/Chicago
Spring Valley	KY	38.2968	-85.6108	1240.9	America/New_York
Woodsburgh	NY	40.6216	-73.7068	590.6	America/New_York
Enterprise	KS	38.9029	-97.1163	471	America/Chicago
Alexis	NC	35.3968	-81.119	159	America/New_York
Grindstone	PA	40.0219	-79.8231	240	America/New_York
Alto	CA	37.9056	-122.5186	2275.6	America/Los_Angeles
Woodridge	NY	41.7122	-74.5741	188	America/New_York
Maricopa Colony	AZ	33.3626	-112.2267	57	America/Phoenix
Cottonwood Falls	KS	38.3686	-96.5425	489	America/Chicago
Titusville	NJ	40.3087	-74.8767	629	America/New_York
Newborn	GA	33.5164	-83.6959	197	America/New_York
Vineyard Lake	MI	42.0868	-84.2102	123	America/Detroit
Chevak	AK	61.5295	-165.5941	275	America/Nome
Maury City	TN	35.8145	-89.2239	280	America/Chicago
La Parguera	PR	17.9748	-67.0458	1198.6	America/Puerto_Rico
Florence	TX	30.8408	-97.7921	344	America/Chicago
Cumby	TX	33.1354	-95.8394	327	America/Chicago
Alamo	NM	34.4184	-107.5125	8	America/Denver
San Ildefonso Pueblo	NM	35.8955	-106.1225	71	America/Denver
Johnson Park	CA	40.9212	-121.6295	348	America/Los_Angeles
Dexter	OR	43.9188	-122.822	171	America/Los_Angeles
Stoddard	WI	43.6624	-91.2179	493	America/Chicago
Pocono Pines	PA	41.1162	-75.4588	60	America/New_York
Garnavillo	IA	42.8667	-91.2362	333	America/Chicago
Campbellsburg	IN	38.6514	-86.2613	317	America/Indiana/Indianapolis
Roy	WA	46.997	-122.5423	650	America/Los_Angeles
Cleveland	NY	43.2398	-75.8846	277	America/New_York
Adair	IA	41.5004	-94.6434	141	America/Chicago
Keysville	VA	37.039	-78.4804	267	America/New_York
Eastview	TN	35.0877	-88.5518	61	America/Chicago
Science Hill	KY	37.1741	-84.6329	410	America/New_York
Ravensdale	WA	47.3589	-121.9781	253	America/Los_Angeles
Wilton	AL	33.0813	-86.8799	327	America/Chicago
Colfax	IN	40.1944	-86.6673	547.6	America/Indiana/Indianapolis
Lafayette	VA	37.233	-80.2051	492	America/New_York
Elkton	SD	44.2351	-96.4794	210	America/Chicago
Tignall	GA	33.8674	-82.742	113	America/New_York
Blackduck	MN	47.7263	-94.548	195	America/Chicago
Cottondale	FL	30.7891	-85.3644	96	America/Chicago
Sunsites	AZ	31.941	-109.8394	352	America/Phoenix
Brady	WA	47.0064	-123.5321	51	America/Los_Angeles
Hato Viejo	PR	18.3605	-66.4813	162	America/Puerto_Rico
Toppers	OK	35.9656	-95.3201	135	America/Chicago
Alburnett	IA	42.1488	-91.6205	414	America/Chicago
Higginson	AR	35.1968	-91.7152	246	America/Chicago
Hospers	IA	43.0722	-95.9039	622	America/Chicago
Jonesburg	MO	38.8546	-91.3028	215	America/Chicago
Powderly	KY	37.2374	-87.1589	200	America/Chicago
Albany	IL	41.7861	-90.2163	292	America/Chicago
Hinckley	UT	39.3336	-112.6736	62	America/Denver
Peña Blanca	NM	35.5709	-106.3319	45	America/Denver
Hollow Rock	TN	36.0355	-88.274	185	America/Chicago
Flushing	OH	40.1481	-81.0647	510	America/New_York
Lake Madison	SD	43.9593	-97.021	66	America/Chicago
Wessington Springs	SD	44.0805	-98.5712	173	America/Chicago
Indio Hills	CA	33.8411	-116.2484	14	America/Los_Angeles
Jasper	AR	36.0124	-93.1874	328	America/Chicago
Lecompte	LA	31.0881	-92.4	294	America/Chicago
Spring Hill	PA	40.3704	-78.6691	299	America/New_York
Alden	IA	42.5115	-93.3805	202	America/Chicago
Deport	TX	33.5291	-95.3174	281	America/Chicago
Lake Victoria	MI	42.9168	-84.3749	380	America/Detroit
New Site	AL	33.0282	-85.7801	31	America/Chicago
Brantleyville	AL	33.2196	-86.882	142	America/Chicago
Indian Hills	NM	34.9832	-106.1398	54	America/Denver
Honalo	HI	19.581	-155.8985	11	Pacific/Honolulu
Wittmann	AZ	33.7749	-112.525	324	America/Phoenix
Prospect	NC	34.7359	-79.2251	79	America/New_York
Cheyenne	OK	35.6109	-99.6763	316	America/Chicago
Pepin	WI	44.4425	-92.1481	432	America/Chicago
Lexington	AL	34.9652	-87.3735	96	America/Chicago
Fountain City	WI	44.1202	-91.697	71	America/Chicago
East Tawakoni	TX	32.9011	-95.9397	175	America/Chicago
Uniontown	KY	37.7732	-87.9318	367	America/Chicago
Eulonia	GA	31.5254	-81.432	96	America/New_York
Buchanan Lake Village	TX	30.8565	-98.4378	209	America/Chicago
Bentleyville	OH	41.4121	-81.4121	122	America/New_York
Callender Lake	TX	32.3675	-95.6983	75	America/Chicago
Pleasant Hill	NC	36.258	-80.8904	120	America/New_York
Hamel	IL	38.8894	-89.8425	262	America/Chicago
Westphalia	MI	42.9303	-84.7981	280	America/Detroit
McLean	IL	40.3136	-89.1686	264	America/Chicago
Matador	TX	34.015	-100.8211	239	America/Chicago
Blanchardville	WI	42.8094	-89.8606	650	America/Chicago
Wheelwright	KY	37.3392	-82.7186	176	America/New_York
Philadelphia	TN	35.6791	-84.3999	200	America/New_York
Millersburg	IN	41.5277	-85.6964	482	America/Indiana/Indianapolis
Hopedale	IL	40.4233	-89.4214	353	America/Chicago
East Barre	VT	44.15	-72.4498	117	America/New_York
Tranquillity	CA	36.648	-120.2526	504	America/Los_Angeles
Canyon City	OR	44.3931	-118.9494	221	America/Los_Angeles
Earlville	IA	42.4827	-91.2702	565	America/Chicago
Knik River	AK	61.4606	-148.9155	3	America/Anchorage
Shellsburg	IA	42.0929	-91.8712	393	America/Chicago
Moca	PR	18.3943	-67.1138	1576.2	America/Puerto_Rico
Hessmer	LA	31.0534	-92.1214	376	America/Chicago
Henning	MN	46.3234	-95.4424	94	America/Chicago
Clyde	KS	39.5918	-97.4003	462	America/Chicago
Offerman	GA	31.4088	-82.1132	95	America/New_York
Grayland	WA	46.8304	-124.0898	45	America/Los_Angeles
Ashkum	IL	40.8783	-87.9533	372	America/Chicago
Pabellones	PR	18.4412	-66.2156	825.8	America/Puerto_Rico
Gibbon	MN	44.5332	-94.5242	468	America/Chicago
Lake Panorama	IA	41.7199	-94.4026	47	America/Chicago
Hinton	IA	42.6212	-96.2977	434	America/Chicago
Hilltop Lakes	TX	31.0755	-96.1915	36	America/Chicago
Florence	MT	46.6345	-114.0813	404	America/Denver
Imboden	AR	36.1997	-91.1774	244	America/Chicago
Patterson	GA	31.3853	-82.1373	117	America/New_York
Cobb	CA	38.8356	-122.723	62	America/Los_Angeles
Story	WY	44.5731	-106.9142	43	America/Denver
Fremont	IA	41.2125	-92.4338	292	America/Chicago
Readlyn	IA	42.7037	-92.225	732	America/Chicago
Haxtun	CO	40.642	-102.6297	521	America/Denver
New Kingstown	PA	40.2311	-77.0728	194	America/New_York
Efland	NC	36.0806	-79.1718	174	America/New_York
Waleska	GA	34.3172	-84.5499	196	America/New_York
Drayton	ND	48.562	-97.1794	470	America/Chicago
Longport	NJ	39.3136	-74.5261	784	America/New_York
Pearlington	MS	30.2492	-89.6048	33	America/Chicago
Maben	MS	33.5544	-89.0805	159	America/Chicago
Wadley	AL	33.1239	-85.5683	212	America/Chicago
Rockwood	PA	39.9157	-79.1574	502.4	America/New_York
Blende	CO	38.247	-104.5714	369	America/Denver
Thompsontown	PA	40.5658	-77.2361	550.6	America/New_York
Sausal	NM	34.6803	-106.7589	136	America/Denver
Strawn	TX	32.551	-98.4979	397	America/Chicago
La Moille	IL	41.5299	-89.2833	267	America/Chicago
Dewar	OK	35.4581	-95.9483	305	America/Chicago
Inman Mills	SC	35.0408	-82.1024	286	America/New_York
Rock Spring	GA	34.8147	-85.2389	106	America/New_York
Hingham	WI	43.6465	-87.9151	115	America/Chicago
Newton	UT	41.8612	-111.9909	360	America/Denver
Junction City	OH	39.7217	-82.2998	480	America/New_York
Betances	PR	18.0296	-67.1335	1216.3	America/Puerto_Rico
Granite	UT	40.5686	-111.8011	283	America/Denver
Grand Ridge	FL	30.7083	-85.0207	71	America/Chicago
Keystone	CO	39.5901	-105.9383	7	America/Denver
Cranesville	PA	41.904	-80.3418	329	America/New_York
Crossville	IL	38.1626	-88.0643	481	America/Chicago
Roby	TX	32.746	-100.3795	428	America/Chicago
Truesdale	MO	38.8124	-91.122	240	America/Chicago
Dauberville	PA	40.4606	-75.9983	146	America/New_York
Eden	WI	43.6928	-88.3642	513	America/Chicago
Upper Bear Creek	CO	39.6319	-105.4154	81	America/Denver
New Kent	VA	37.5095	-76.9863	68	America/New_York
South Cle Elum	WA	47.1862	-120.9526	767	America/Los_Angeles
Lost City	OK	36.0006	-95.1223	13	America/Chicago
Arrowhead Beach	NC	36.2266	-76.7021	504	America/New_York
Dulac	LA	29.3864	-90.7081	19	America/Chicago
Teec Nos Pos	AZ	36.9221	-109.0753	21	America/Denver
Millersburg	KY	38.304	-84.145	752	America/New_York
Gallatin Gateway	MT	45.5899	-111.1953	52	America/Denver
Moncure	NC	35.6239	-79.0769	65	America/New_York
Pilot Knob	MO	37.6236	-90.6455	344	America/Chicago
Oilton	OK	36.0827	-96.5815	272	America/Chicago
Burr Oak	MI	41.8472	-85.3212	306	America/Detroit
Bella Villa	MO	38.5436	-90.2855	2566	America/Chicago
Ossian	IA	43.147	-91.7645	288	America/Chicago
Brimfield	IL	40.8379	-89.8827	374	America/Chicago
Blacklake	CA	35.0497	-120.5387	294	America/Los_Angeles
Mabel	MN	43.5198	-91.768	639	America/Chicago
Pocahontas	IL	38.8234	-89.5394	392	America/Chicago
Orangeville	IL	42.4659	-89.6469	455	America/Chicago
Belmont	NY	42.2226	-78.0327	309	America/New_York
Pentwater	MI	43.7793	-86.4303	230	America/Detroit
Allgood	AL	33.9064	-86.5178	295	America/Chicago
Fouke	AR	33.2622	-93.8852	226	America/Chicago
Gilbertville	IA	42.4182	-92.2141	447	America/Chicago
Foots Creek	OR	42.3845	-123.1408	50	America/Los_Angeles
Elkville	IL	37.91	-89.2367	400	America/Chicago
Landfall	MN	44.9508	-92.9766	2020.4	America/Chicago
Gobles	MI	42.3617	-85.8774	297	America/Detroit
Avon	SD	43.0052	-98.0593	473	America/Chicago
Watson	IL	39.0261	-88.5685	281	America/Chicago
Frisco	NC	35.2437	-75.6018	63	America/New_York
Los Héroes Comunidad	PR	18.3916	-67.1186	570.3	America/Puerto_Rico
Shueyville	IA	41.8462	-91.6513	164	America/Chicago
Aaronsburg	PA	40.9042	-77.4513	346	America/New_York
Wickliffe	OK	36.312	-95.1074	32	America/Chicago
